"DATE","CUST ID","NAME","AMOUNT","ORDER NUMBER"
"10/01/2017","84","Kathleen Burke","100.0","1000"
"10/01/2017","89","Andrew Maynard","100.0","1001"
"10/01/2017","23","Heather Valencia","100.0","1002"
"10/01/2017","7","Douglas Trujillo","100.0","1003"
"10/01/2017","6","Justin Payne","100.0","1004"
"10/01/2017","94","Natalie Morgan","100.0","1005"
"10/01/2017","60","Albert Richardson","100.0","1006"
"10/01/2017","61","Martha Mcgee","100.0","1007"
"10/01/2017","49","Jacob Salazar","100.0","1008"
"10/01/2017","9","Rose Brandt","100.0","1009"
"10/01/2017","4","Christine Vaughan","100.0","1010"
"10/02/2017","85","Denise Hayes","100.0","1011"
"10/02/2017","83","Nancy Conrad","100.0","1012"
"10/02/2017","65","Alexis Conway","100.0","1013"
"10/02/2017","35","Brandon Costa","100.0","1014"
"10/02/2017","67","Jennifer Harvey","100.0","1015"
"10/02/2017","3","Billy Hampton","100.0","1016"
"10/02/2017","80","Matthew Leon","100.0","1017"
"10/02/2017","99","Vincent Galvan","100.0","1018"
"10/02/2017","2","Joyce Holden","100.0","1019"
"10/02/2017","91","Alice Avila","100.0","1020"
"10/03/2017","86","Wayne Melendez","100.0","1021"
"10/03/2017","16","Nicole Hines","100.0","1022"
"10/03/2017","34","Alexander Huerta","100.0","1023"
"10/03/2017","36","Ronald Strickland","100.0","1024"
"10/03/2017","93","Theresa Love","100.0","1025"
"10/03/2017","92","Heather Rivera","100.0","1026"
"10/03/2017","71","Scott Strickland","100.0","1027"
"10/03/2017","86","Wayne Melendez","100.0","1028"
"10/03/2017","49","Jacob Salazar","100.0","1029"
"10/04/2017","74","Michelle Pratt","100.0","1030"
"10/04/2017","83","Nancy Conrad","100.0","1031"
"10/04/2017","90","Christopher Medina","100.0","1032"
"10/04/2017","44","Jeffrey Horne","100.0","1033"
"10/04/2017","71","Scott Strickland","100.0","1034"
"10/04/2017","20","Jesse Mcdonald","100.0","1035"
"10/04/2017","87","Andrea Henderson","100.0","1036"
"10/04/2017","82","Denise Sparks","100.0","1037"
"10/04/2017","69","Gerald Hawkins","100.0","1038"
"10/04/2017","79","Ethan Francis","100.0","1039"
"10/04/2017","24","Bruce Moon","100.0","1040"
"10/05/2017","15","Noah Gallagher","100.0","1041"
"10/05/2017","52","Dennis Neal","100.0","1042"
"10/05/2017","38","Randy Gardner","100.0","1043"
"10/05/2017","11","Ethan Stark","100.0","1044"
"10/05/2017","32","Sharon Mccann","100.0","1045"
"10/05/2017","96","Vincent Cantrell","100.0","1046"
"10/05/2017","45","Gerald Moran","100.0","1047"
"10/05/2017","70","Maria Fitzpatrick","100.0","1048"
"10/05/2017","78","Catherine Webb","100.0","1049"
"10/05/2017","78","Catherine Webb","100.0","1050"
"10/05/2017","0","Rebecca Bates","100.0","1051"
"10/06/2017","17","Sara Harrington","100.0","1052"
"10/06/2017","93","Theresa Love","100.0","1053"
"10/06/2017","50","Brian Hinton","100.0","1054"
"10/06/2017","67","Jennifer Harvey","100.0","1055"
"10/06/2017","17","Sara Harrington","100.0","1056"
"10/06/2017","66","Mark Barry","100.0","1057"
"10/06/2017","77","Ruth Combs","100.0","1058"
"10/06/2017","55","John Mcpherson","100.0","1059"
"10/06/2017","80","Matthew Leon","100.0","1060"
"10/06/2017","67","Jennifer Harvey","100.0","1061"
"10/06/2017","29","Kelly Moyer","100.0","1062"
"10/07/2017","24","Bruce Moon","100.0","1063"
"10/07/2017","74","Michelle Pratt","100.0","1064"
"10/07/2017","53","Edward Moses","100.0","1065"
"10/07/2017","54","Tiffany Blevins","100.0","1066"
"10/07/2017","31","Benjamin Kaufman","100.0","1067"
"10/07/2017","0","Rebecca Bates","100.0","1068"
"10/07/2017","98","Nancy Morgan","100.0","1069"
"10/07/2017","3","Billy Hampton","100.0","1070"
"10/08/2017","4","Christine Vaughan","100.0","1071"
"10/08/2017","45","Gerald Moran","100.0","1072"
"10/08/2017","4","Christine Vaughan","100.0","1073"
"10/08/2017","70","Maria Fitzpatrick","100.0","1074"
"10/08/2017","43","Diane Moore","100.0","1075"
"10/08/2017","64","Douglas Ali","100.0","1076"
"10/08/2017","74","Michelle Pratt","100.0","1077"
"10/09/2017","35","Brandon Costa","100.0","1078"
"10/09/2017","82","Denise Sparks","100.0","1079"
"10/09/2017","46","Anna Kaufman","100.0","1080"
"10/09/2017","63","Steven Roth","100.0","1081"
"10/09/2017","42","Marilyn Maxwell","100.0","1082"
"10/09/2017","91","Alice Avila","100.0","1083"
"10/09/2017","73","William Wright","100.0","1084"
"10/09/2017","40","Jeremy Garrett","100.0","1085"
"10/10/2017","74","Michelle Pratt","100.0","1086"
"10/10/2017","8","Michael Cole","100.0","1087"
"10/10/2017","61","Martha Mcgee","100.0","1088"
"10/10/2017","23","Heather Valencia","100.0","1089"
"10/10/2017","53","Edward Moses","100.0","1090"
"10/10/2017","92","Heather Rivera","100.0","1091"
"10/10/2017","59","Rachel Williamson","100.0","1092"
"10/10/2017","19","Alexander Ford","100.0","1093"
"10/10/2017","59","Rachel Williamson","100.0","1094"
"10/10/2017","26","Nathan Horne","100.0","1095"
"10/10/2017","1","Sarah Sosa","100.0","1096"
"10/10/2017","49","Jacob Salazar","100.0","1097"
"10/10/2017","19","Alexander Ford","100.0","1098"
"10/10/2017","76","Randy Spears","100.0","1099"
